City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (Inches),Snow (Inches),Date
155,Axim,GH,4.87,-2.24,75.58,90,100,6.91,light rain,0.0,0.0,2020-07-09 20:22:27
158,Florence,IT,43.77,11.25,80.6,51,0,8.05,clear sky,0.0,0.0,2020-07-09 20:22:27
159,Bathsheba,BB,13.22,-59.52,86.0,62,20,21.92,few clouds,0.0,0.0,2020-07-09 20:22:27
160,Vallenar,CL,-28.57,-70.76,81.97,13,0,5.86,clear sky,0.0,0.0,2020-07-09 20:22:27
163,Seydi,TM,39.48,62.91,84.74,21,0,8.43,clear sky,0.0,0.0,2020-07-09 20:22:28
170,Trincomalee,LK,8.57,81.23,79.47,84,100,13.53,overcast clouds,0.0,0.0,2020-07-09 20:22:29
171,Qinzhou,CN,21.95,108.62,85.87,76,100,18.84,overcast clouds,0.0,0.0,2020-07-09 20:22:29
172,Benghazi,LY,32.12,20.07,77.34,79,0,20.98,clear sky,0.0,0.0,2020-07-09 20:22:29
174,Lorengau,PG,-2.02,147.27,82.42,75,98,8.77,overcast clouds,0.0,0.0,2020-07-09 20:22:30
180,Alofi,NU,-19.06,-169.92,75.2,88,75,4.7,broken clouds,0.0,0.0,2020-07-09 20:22:31
181,Santa Barbara,US,34.42,-119.7,80.01,72,75,4.7,broken clouds,0.0,0.0,2020-07-09 20:19:48
186,Faanui,PF,-16.48,-151.75,76.69,79,60,25.23,broken clouds,0.0,0.0,2020-07-09 20:22:32
188,Mitu,CO,1.2,-70.17,82.83,77,100,3.44,light rain,0.0,0.0,2020-07-09 20:22:33
190,Amahai,ID,-3.33,128.92,76.24,88,98,3.09,light rain,0.0,0.0,2020-07-09 20:18:46
195,Sinnamary,GF,5.38,-52.95,81.93,78,65,6.49,light rain,0.0,0.0,2020-07-09 20:22:34
196,Murgab,TM,37.5,61.97,82.4,45,0,4.7,clear sky,0.0,0.0,2020-07-09 20:22:35
205,Puerto Escondido,MX,15.85,-97.07,86.0,62,75,9.17,broken clouds,0.0,0.0,2020-07-09 20:22:37
207,Macapa,BR,0.04,-51.07,87.8,70,75,8.05,broken clouds,0.0,0.0,2020-07-09 20:22:38
209,Jieshi,CN,22.81,115.83,83.01,85,100,12.71,overcast clouds,0.0,0.0,2020-07-09 20:22:38
210,Puerto Narino,CO,-3.77,-70.38,87.8,74,75,2.24,broken clouds,0.0,0.0,2020-07-09 20:22:38
215,Le Vauclin,MQ,14.55,-60.84,84.2,74,90,18.34,light rain,0.0,0.0,2020-07-09 20:22:40
217,Jamestown,US,42.1,-79.24,88.0,48,40,6.93,scattered clouds,0.0,0.0,2020-07-09 20:22:40
221,Meulaboh,ID,4.14,96.13,76.15,84,97,4.97,overcast clouds,0.0,0.0,2020-07-09 20:22:41
227,Naliya,IN,23.27,68.83,84.29,81,33,17.43,scattered clouds,0.0,0.0,2020-07-09 20:22:42
228,Lodwar,KE,3.12,35.6,87.33,41,19,15.64,few clouds,0.0,0.0,2020-07-09 20:22:42
231,Sao Filipe,CV,14.9,-24.5,76.8,82,49,11.56,scattered clouds,0.0,0.0,2020-07-09 20:22:43
232,The Valley,AI,18.22,-63.06,87.8,62,20,14.99,haze,0.0,0.0,2020-07-09 20:22:43
233,Cayenne,GF,4.93,-52.33,77.0,100,98,3.36,thunderstorm,0.0,0.0,2020-07-09 20:22:03
235,Kuhdasht,IR,33.53,47.61,77.14,19,58,2.89,broken clouds,0.0,0.0,2020-07-09 20:22:44
238,Puga,MX,21.58,-104.82,84.2,62,75,2.01,broken clouds,0.0,0.0,2020-07-09 20:22:44
242,Lishui,CN,28.46,119.91,76.17,89,100,1.23,moderate rain,0.0,0.0,2020-07-09 20:22:46
243,Twin Falls,US,42.56,-114.46,80.6,22,1,6.93,clear sky,0.0,0.0,2020-07-09 20:22:46
244,Ajdabiya,LY,30.76,20.23,80.37,48,0,16.04,clear sky,0.0,0.0,2020-07-09 20:22:46
247,Mastic Beach,US,40.77,-72.85,84.99,62,20,8.05,few clouds,0.0,0.0,2020-07-09 20:22:46
249,Garowe,SO,8.41,48.48,85.86,39,95,22.57,overcast clouds,0.0,0.0,2020-07-09 20:22:47
251,Bato,PH,13.35,123.37,77.45,89,100,3.09,light rain,0.0,0.0,2020-07-09 20:22:47
253,Manadhoo,MV,5.77,73.38,83.48,77,100,12.71,overcast clouds,0.0,0.0,2020-07-09 20:22:47
254,Marzuq,YE,14.4,46.47,89.22,31,74,5.26,broken clouds,0.0,0.0,2020-07-09 20:22:48
255,Honiara,SB,-9.43,159.95,75.2,94,40,8.84,scattered clouds,0.0,0.0,2020-07-09 20:22:48
256,Ormara,PK,25.21,64.64,87.78,76,92,3.22,overcast clouds,0.0,0.0,2020-07-09 20:22:48
259,Varadero,CU,23.15,-81.25,89.6,70,20,12.75,few clouds,0.0,0.0,2020-07-09 20:22:49
260,Fomboni,KM,-12.28,43.74,78.94,75,0,17.22,clear sky,0.0,0.0,2020-07-09 20:22:49
265,Matara,LK,5.95,80.54,79.38,87,100,9.71,light rain,0.0,0.0,2020-07-09 20:22:50
270,Algiers,DZ,36.75,3.04,77.0,78,40,5.82,scattered clouds,0.0,0.0,2020-07-09 20:22:51
272,Labuhan,ID,-6.88,112.21,75.24,84,75,9.89,broken clouds,0.0,0.0,2020-07-09 20:22:51
273,Coahuayana,MX,18.73,-103.68,82.4,74,90,7.45,overcast clouds,0.0,0.0,2020-07-09 20:18:35
274,Bartica,GY,6.4,-58.62,84.2,74,20,11.41,few clouds,0.0,0.0,2020-07-09 20:22:51
276,Cockburn Town,TC,21.46,-71.14,83.5,83,100,21.92,overcast clouds,0.0,0.0,2020-07-09 20:22:51
277,Kloulklubed,PW,7.04,134.26,77.0,94,90,13.42,overcast clouds,0.0,0.0,2020-07-09 20:22:52
285,Agucadoura,PT,41.43,-8.78,75.0,72,0,13.87,clear sky,0.0,0.0,2020-07-09 20:22:29
289,Harper,LR,4.38,-7.72,76.71,83,100,11.41,light rain,0.0,0.0,2020-07-09 20:22:54
291,Oriximina,BR,-1.77,-55.87,86.63,62,95,4.25,light rain,0.0,0.0,2020-07-09 20:22:54
295,Itarema,BR,-2.92,-39.92,81.55,71,0,15.3,clear sky,0.0,0.0,2020-07-09 20:22:55
296,Uruacu,BR,-14.52,-49.14,86.27,23,0,6.35,clear sky,0.0,0.0,2020-07-09 20:19:45
298,Kyaikto,MM,17.3,97.02,79.23,88,100,7.63,light rain,0.0,0.0,2020-07-09 20:22:55
299,San Policarpo,PH,12.18,125.51,81.81,80,100,6.4,overcast clouds,0.0,0.0,2020-07-09 20:22:56
302,Pitimbu,BR,-7.47,-34.81,78.8,83,40,10.29,scattered clouds,0.0,0.0,2020-07-09 20:22:56
304,Tukrah,LY,32.53,20.58,76.41,77,0,16.46,clear sky,0.0,0.0,2020-07-09 20:22:56
307,Malakal,SS,9.53,31.66,76.68,75,100,3.02,overcast clouds,0.0,0.0,2020-07-09 20:22:57
309,Yuncheng,CN,35.02,110.99,76.5,68,97,6.04,overcast clouds,0.0,0.0,2020-07-09 20:22:57
312,Tutoia,BR,-2.76,-42.27,81.34,77,33,8.59,scattered clouds,0.0,0.0,2020-07-09 20:22:58
322,Nouakchott,MR,18.09,-15.98,78.8,83,75,18.34,broken clouds,0.0,0.0,2020-07-09 20:23:00
331,Shu,KZ,43.6,73.76,76.05,29,42,11.23,scattered clouds,0.0,0.0,2020-07-09 20:23:02
339,Barra,BR,-11.09,-43.14,83.46,46,100,4.72,overcast clouds,0.0,0.0,2020-07-09 20:23:03
345,San Jose,US,37.34,-121.89,87.01,36,1,9.17,clear sky,0.0,0.0,2020-07-09 20:19:55
346,Sawakin,SD,19.11,37.33,89.19,30,6,5.44,clear sky,0.0,0.0,2020-07-09 20:23:05
347,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,89.6,59,20,6.93,few clouds,0.0,0.0,2020-07-09 20:23:05
350,Elizabeth City,US,36.29,-76.25,86.0,74,75,17.22,broken clouds,0.0,0.0,2020-07-09 20:20:03
352,Acapulco,MX,16.86,-99.89,87.8,70,75,12.75,broken clouds,0.0,0.0,2020-07-09 20:23:06
359,San Lawrenz,MT,36.06,14.2,75.2,78,0,3.36,clear sky,0.0,0.0,2020-07-09 20:23:07
364,Guerrero Negro,MX,27.98,-114.06,82.58,38,36,12.39,scattered clouds,0.0,0.0,2020-07-09 20:23:08
365,Westport,US,41.14,-73.36,88.0,66,1,6.93,clear sky,0.0,0.0,2020-07-09 20:23:09
366,Chambersburg,US,39.94,-77.66,90.0,52,0,1.99,clear sky,0.0,0.0,2020-07-09 20:23:09
369,Tagusao,PH,9.19,117.81,79.99,79,99,4.59,overcast clouds,0.0,0.0,2020-07-09 20:23:09
370,Lago Da Pedra,BR,-4.33,-45.17,85.3,64,82,1.12,broken clouds,0.0,0.0,2020-07-09 20:23:10
371,Vila Velha,BR,-20.33,-40.29,79.0,83,0,10.29,clear sky,0.0,0.0,2020-07-09 20:23:10
372,Taiping,MY,4.85,100.73,78.01,94,40,3.36,scattered clouds,0.0,0.0,2020-07-09 20:23:10
373,Dakar,SN,14.69,-17.44,82.4,74,75,16.11,broken clouds,0.0,0.0,2020-07-09 20:20:25
376,Pathein,MM,16.78,94.73,78.67,87,100,5.12,overcast clouds,0.0,0.0,2020-07-09 20:23:11
381,Matagami,CA,49.75,-77.63,86.0,42,1,8.05,clear sky,0.0,0.0,2020-07-09 20:23:12
384,Areni,AM,39.72,45.18,78.8,41,75,3.31,broken clouds,0.0,0.0,2020-07-09 20:23:12
385,Cururupu,BR,-1.83,-44.87,82.99,68,4,5.55,clear sky,0.0,0.0,2020-07-09 20:23:13
387,Fort Frances,CA,48.6,-93.4,80.01,57,40,9.17,scattered clouds,0.0,0.0,2020-07-09 20:23:13
389,Lagos,NG,6.58,3.75,77.0,94,20,4.63,few clouds,0.0,0.0,2020-07-09 20:20:50
390,Gat,IL,31.61,34.76,80.01,72,3,1.01,clear sky,0.0,0.0,2020-07-09 20:23:13
392,Cabo San Lucas,MX,22.89,-109.91,87.8,62,40,11.41,scattered clouds,0.0,0.0,2020-07-09 20:20:50
396,Santa Rosa,PH,14.31,121.11,82.99,82,100,1.99,overcast clouds,0.0,0.0,2020-07-09 20:23:15
397,Kutum,SD,14.2,24.67,80.6,46,46,15.84,scattered clouds,0.0,0.0,2020-07-09 20:23:15
398,Melfi,IT,41.0,15.65,78.01,57,5,2.24,clear sky,0.0,0.0,2020-07-09 20:23:15
399,Tateyama,JP,34.98,139.87,75.0,96,93,5.01,overcast clouds,0.0,0.0,2020-07-09 20:23:15
404,Elko,US,41.0,-115.5,87.8,12,1,6.93,clear sky,0.0,0.0,2020-07-09 20:23:16
406,Sarangani,PH,5.4,125.46,83.53,75,100,10.58,overcast clouds,0.0,0.0,2020-07-09 20:23:17
407,Kudahuvadhoo,MV,2.67,72.89,83.8,72,99,7.45,overcast clouds,0.0,0.0,2020-07-09 20:23:17
410,Dryden,CA,49.78,-92.75,80.6,42,75,23.04,broken clouds,0.0,0.0,2020-07-09 20:23:18
411,Mangrol,IN,21.12,70.12,83.98,80,81,18.21,light rain,0.0,0.0,2020-07-09 20:23:18
415,Tall Kayf,TR,37.08,41.07,86.36,15,0,6.02,clear sky,0.0,0.0,2020-07-09 20:23:19
416,Tual,ID,-5.67,132.75,79.3,86,88,21.23,light rain,0.0,0.0,2020-07-09 20:23:19
419,Upata,VE,8.01,-62.4,77.0,93,68,5.01,moderate rain,0.0,0.0,2020-07-09 20:23:19
420,Tucuma,BR,-0.18,-50.05,82.74,85,100,4.25,light rain,0.0,0.0,2020-07-09 20:23:19
426,Sao Miguel Do Araguaia,BR,-13.28,-50.16,88.47,28,0,4.34,clear sky,0.0,0.0,2020-07-09 20:23:21
427,Humberto De Campos,BR,-2.6,-43.46,84.22,71,10,4.07,clear sky,0.0,0.0,2020-07-09 20:23:21
430,Niquelandia,BR,-14.47,-48.46,86.38,23,0,7.47,clear sky,0.0,0.0,2020-07-09 20:23:22
433,Montmagny,FR,48.97,2.35,82.4,34,0,10.29,clear sky,0.0,0.0,2020-07-09 20:21:36
436,Itoman,JP,26.12,127.67,82.4,94,75,13.87,broken clouds,0.0,0.0,2020-07-09 20:23:23
438,Parsabad,IR,39.65,47.92,80.6,57,60,6.93,broken clouds,0.0,0.0,2020-07-09 20:23:23
448,Barmer,IN,25.75,71.38,86.25,67,21,19.08,few clouds,0.0,0.0,2020-07-09 20:23:25
449,La Rioja,ES,42.25,-2.5,75.2,50,100,9.17,light rain,0.0,0.0,2020-07-09 20:23:25
450,Shahpura,IN,27.38,75.97,87.8,66,40,6.93,haze,0.0,0.0,2020-07-09 20:23:25
454,Traverse City,US,44.76,-85.62,81.0,74,75,4.38,thunderstorm,0.0,0.0,2020-07-09 20:23:26
456,Ergani,TR,38.27,39.76,78.8,38,0,5.82,clear sky,0.0,0.0,2020-07-09 20:23:27
458,San Carlos,VE,9.66,-68.58,86.59,63,16,4.36,few clouds,0.0,0.0,2020-07-09 20:23:27
460,Acajutla,SV,13.59,-89.83,89.6,52,20,5.7,few clouds,0.0,0.0,2020-07-09 20:23:27
463,Praia,CV,14.92,-23.51,80.6,74,75,4.7,broken clouds,0.0,0.0,2020-07-09 20:23:28
464,Nalut,LY,30.33,10.85,84.81,15,0,11.3,clear sky,0.0,0.0,2020-07-09 20:23:28
466,Chateaubelair,VC,13.28,-61.25,82.4,83,75,5.82,broken clouds,0.0,0.0,2020-07-09 20:23:29
473,Gurupa,BR,-1.41,-51.64,83.14,79,90,3.47,light rain,0.0,0.0,2020-07-09 20:23:30
476,Kampot,KH,10.62,104.18,78.8,94,20,1.12,few clouds,0.0,0.0,2020-07-09 20:23:31
478,Shangrao,CN,28.45,117.97,75.45,95,100,0.89,light rain,0.0,0.0,2020-07-09 20:23:31
487,Jamkhed,IN,18.74,75.31,75.96,83,100,11.39,light rain,0.0,0.0,2020-07-09 20:23:33
490,Diego De Almagro,CL,-26.37,-70.05,80.58,12,0,10.51,clear sky,0.0,0.0,2020-07-09 20:23:33
491,San Rafael Del Sur,NI,11.85,-86.44,86.0,66,40,13.87,scattered clouds,0.0,0.0,2020-07-09 20:23:34
495,Tamandare,BR,-8.76,-35.1,77.81,81,37,9.17,light rain,0.0,0.0,2020-07-09 20:23:34
499,Komsomolskiy,UZ,40.43,71.72,80.6,26,100,6.93,overcast clouds,0.0,0.0,2020-07-09 20:23:35
501,Guarapari,BR,-20.67,-40.5,79.0,76,0,1.88,clear sky,0.0,0.0,2020-07-09 20:23:35
503,Kirakira,SB,-10.45,161.92,78.98,84,33,12.28,light rain,0.0,0.0,2020-07-09 20:23:36
504,Sorong,ID,-0.88,131.25,77.67,88,50,6.26,scattered clouds,0.0,0.0,2020-07-09 20:23:36
505,Balogo,PH,10.89,124.71,79.11,83,97,4.97,overcast clouds,0.0,0.0,2020-07-09 20:23:36
508,Panama City,PA,8.99,-79.52,90.0,70,20,11.41,few clouds,0.0,0.0,2020-07-09 20:20:48
510,Salalah,OM,17.02,54.09,82.4,88,75,3.36,broken clouds,0.0,0.0,2020-07-09 20:20:42
511,Marsh Harbour,BS,26.54,-77.06,86.99,68,100,12.19,overcast clouds,0.0,0.0,2020-07-09 20:23:37
512,Freeport,US,40.66,-73.58,88.0,58,1,11.41,clear sky,0.0,0.0,2020-07-09 20:23:36
514,Zhuhai,CN,22.28,113.57,86.0,89,40,10.29,scattered clouds,0.0,0.0,2020-07-09 20:23:38
515,Denpasar,ID,-8.65,115.22,78.8,100,40,12.75,scattered clouds,0.0,0.0,2020-07-09 20:23:38
518,Bubaque,GW,11.28,-15.83,82.67,82,100,16.98,overcast clouds,0.0,0.0,2020-07-09 20:23:38
519,Cicciano,IT,40.96,14.54,78.01,61,0,4.7,clear sky,0.0,0.0,2020-07-09 20:23:38
523,Skeldon,GY,5.88,-57.13,81.46,83,100,6.67,light rain,0.0,0.0,2020-07-09 20:23:39
526,Banjar,ID,-8.19,114.97,78.8,100,40,12.75,scattered clouds,0.0,0.0,2020-07-09 20:23:40
527,Pekalongan,ID,-6.89,109.68,77.14,77,100,5.55,overcast clouds,0.0,0.0,2020-07-09 20:23:40
528,Kulhudhuffushi,MV,6.62,73.07,83.23,79,100,12.68,overcast clouds,0.0,0.0,2020-07-09 20:23:40
529,Kanashevo,RU,55.22,62.06,77.0,50,0,4.47,clear sky,0.0,0.0,2020-07-09 20:23:40
532,Lazaro Cardenas,MX,17.96,-102.2,88.14,58,99,9.26,overcast clouds,0.0,0.0,2020-07-09 20:23:41
533,Avera,US,33.19,-82.53,87.8,66,75,9.17,broken clouds,0.0,0.0,2020-07-09 20:23:41
534,Half Moon Bay,US,37.46,-122.43,81.0,77,1,5.82,haze,0.0,0.0,2020-07-09 20:23:41
536,Bose,IT,45.46,8.01,75.99,81,94,4.0,overcast clouds,0.0,0.0,2020-07-09 20:23:42
538,Susanville,US,40.42,-120.65,86.0,16,1,12.75,clear sky,0.0,0.0,2020-07-09 20:23:42
540,Worland,US,44.02,-107.96,88.0,19,1,8.05,clear sky,0.0,0.0,2020-07-09 20:23:43
547,Chuzhou,CN,32.32,118.3,75.99,93,13,5.1,few clouds,0.0,0.0,2020-07-09 20:23:44
551,Umm Lajj,SA,25.02,37.27,83.5,64,0,6.53,clear sky,0.0,0.0,2020-07-09 20:23:45
553,Kandrian,PG,-6.22,149.55,76.91,88,97,3.8,overcast clouds,0.0,0.0,2020-07-09 20:23:45
556,Sekudai,MY,1.53,103.67,77.0,94,20,2.24,few clouds,0.0,0.0,2020-07-09 20:23:46
557,Ferkessedougou,CI,9.6,-5.2,78.01,76,61,4.25,broken clouds,0.0,0.0,2020-07-09 20:23:46
561,Marrakesh,MA,31.63,-8.01,89.6,29,0,12.75,clear sky,0.0,0.0,2020-07-09 20:23:47
566,Chapleau,CA,47.84,-83.4,87.8,43,40,14.99,scattered clouds,0.0,0.0,2020-07-09 20:23:47
567,Baker City,US,44.77,-117.83,84.2,25,1,3.36,clear sky,0.0,0.0,2020-07-09 20:23:47
570,Saint-Francois,FR,46.42,3.91,77.0,47,9,2.24,clear sky,0.0,0.0,2020-07-09 20:23:48
572,Urumqi,CN,43.8,87.6,75.2,47,100,4.47,overcast clouds,0.0,0.0,2020-07-09 20:23:49
575,Gayeri,BF,12.65,0.49,88.97,46,89,10.56,overcast clouds,0.0,0.0,2020-07-09 20:23:49
577,Banda Aceh,ID,5.56,95.32,79.59,79,100,5.1,overcast clouds,0.0,0.0,2020-07-09 20:23:49
578,Saquena,PE,-4.67,-73.52,89.1,52,86,2.57,overcast clouds,0.0,0.0,2020-07-09 20:23:50
580,Aktau,KZ,43.65,51.2,80.6,51,56,8.95,broken clouds,0.0,0.0,2020-07-09 20:23:50
581,Namatanai,PG,-3.67,152.43,79.65,78,48,6.51,light rain,0.0,0.0,2020-07-09 20:23:50
582,Conde,BR,-7.26,-34.91,78.8,83,40,10.29,scattered clouds,0.0,0.0,2020-07-09 20:23:50
584,Akyab,MM,20.15,92.9,82.06,83,100,11.36,light rain,0.0,0.0,2020-07-09 20:18:59
